author,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,sum
Tracey L Petryshen,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Pengcheng Chen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Melanie Horton,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Asrar B Malik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Jiana Duan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Lihong V Wang,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Marcelo Chen,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Eugene Chen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Kyle Robert,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Myong-Jung Kim,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Yilai Shu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Wanyue Cao,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Peidang Liu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Fabio Carniato,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Caiyun Zhang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Yibo Xiong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Wenting Xie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Kristin Feeney Kostka,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Kaiming Han,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Bahram Mohajer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Nanfang Pan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Han-Ting Zhang,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Linda Valeri,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Chi Woo Yoon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Dujin Zhou,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Mindy Huynh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Gautham Yepuri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Lana T Tran,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Chun Chan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Stephen D Hursting,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
John L Jefferies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Haifeng Jiang,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Lirong Guo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Ricky Edmondson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Tina Xia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Edythe D London,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Yaoxiang Li,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Longbo Zhang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Kentaro Onishi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Ivana V Yang,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Dongmei Ai,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Charles P Lin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Robert S Chapman,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Fangmao Ye,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cody L Barta,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Jui Fang,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Adam J Kucharski,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Yongshu He,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Da Chun Chen,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Wendi Da,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Jennifer Ames,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
John P Richard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Huilin Liu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Hana F Zickgraf,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Andrew Volk,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Kun-Ming Ni,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Jiangsheng Xu,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Xiao-Cao Liu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Sumathy Velumani,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Xinchen Teng,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Dingjie Li,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Mengsi Li,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Yaohui Huang,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Zhuoxuan Yang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Mintie Pu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Chuanping Si,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Johanna A Joyce,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Zishuo Chen,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Dana M Klug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Htun Nyunt Oo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Minhong Zhang,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Zhihui Qin,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Devadoss J Samuvel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Jie Yi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Edwina H Yeung,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Sagi Shapira,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Emilia M M Andrade Belitardo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Jingzhuo Tian,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Kimberly C Claeys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
YingYing Tang,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Christian Hinze,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Biao Wang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Siyi Wanggou,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Rosa Di Felice,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Kirsten Bibbins-Domingo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Kenneth Huang,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Yicong Li,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Sarah Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Jiahua Hou,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
R Shi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Rayford R June,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Youssef Rbaibi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Ling Wei,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Christoph Lange,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Baoru Zhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Robert J Chalkley,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Christoph Rau,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Elizabeth A Mittendorf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Xiaoting Luo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Xinghua Lu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Heather H Gustafson,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
E Sally Ward,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
F Pei,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Yinghong Xiao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Wenfei Pan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Bjarni A Agnarsson,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Pinpin Wang,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Fayou Wang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Richard W Baldauf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Zan Huang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Yugang Jiang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
An-Jiang Tan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Yinghong Liu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Debra T Silverman,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Chunlei Li,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Christa E M&#xfc;ller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Jenny-Hoa Nguyen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Ruiping Zhang,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
J Li,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Xiaowei Bian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Amrita Datta,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Isheng J Tsai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Kim Dawn Thompson,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Xuefeng Yang,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Anindita Das,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Yongle Li,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Xia-Ling Wu,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Li Song,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Zhiyuan Liu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Sanbo Qin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Akintomiwa Makanjuola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Jiangning Tan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Jonathan W Angle,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Dingkun Gui,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Fengxue Zhang,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
P Ferdinamarie Sharmila,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Deon O'Bryant,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Devi V Namboodiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Zheng Shen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Huijuan Li,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Xuan Jiang,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Kaixin Liang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Xin-Jiang Lu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Athanasia Maro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Wenxiao Wu,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Yibei Xiao,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Yongbin Zhang,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Kevin J Donly,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Jerry L Grenard,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Yuan-Li Zhao,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Luke Zhuang,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Michael Lewis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Robert A DiStasio,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
David Hsu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Lijia Wang,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Diane Daubert,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Yu-Qiong Niu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Liangyuan Cai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Hou-De Zhou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ryosuke Nakano,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Shivesh Chaudhary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Stephen M Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Zhongliang Jiang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Rafal Szmigielski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Kirk W Deitsch,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Zhenguo Zeng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Debi K Swertfeger,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Ping-Ching Hsu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
HuiJun Li,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Yanzhi Du,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Yu Tan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Simon J Anthony,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Jinfang Zheng,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Dalong Yang,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Yi-Wei Lee,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Sytze Buwalda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Christine M Cote,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Takahiro Yamazaki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Zhixin Zhao,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Chen Jia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Qi Lu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Michael Mashock,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Liuyue Huang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Marsel Mesulam,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Teresa R O'Meara,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
David W Tank,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Fatemeh Abdi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Qinlin Yu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Joel Linden,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Edmond Teng,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Alemka Markoti&#x107;,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Junzhen Chen,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Y-J Ma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Steven R Houser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Xibin Tian,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Zesheng An,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Jacey R Pridgen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Felix Fischer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Ho Cheung William Li,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Ping Qu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Guiquan Xia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Turner Conrad,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
James Phillips,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Jun-Xia Lu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Wentong Meng,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Tanya Purvis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Ganlu Hu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Jose Gomez-Arroyo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Chen Xi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Molly Wilkinson,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Gabriel Mart&#xed;nez-G&#xe1;lvez,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Xiang Ou,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Songlin Chen,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Bailu Zhang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Chitra L Reddy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Zunzhen Zhang,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Tracy Criswell,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Berthony Deslouches,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Gaifen Liu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Yared H Kidane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Adam Rokicki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Xuena Zhu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Tianzhi Luo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Kenichi Suda,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Yanhua Xiong,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Molin Wang,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Keming Rou,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Jiaxiang Guo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Jin-Kou Zhao,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Rachel R Caspi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Robert Pellegrino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Adam J Gordon,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Shijie He,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Xiao Jun Zheng,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Jason L Floyd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Elizabeth Arroyo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Guoxing Fu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Yuqi Guo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Samuel Hawgood,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Zheng Ding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Yueming Jiang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Jose Angel Regla-Nava,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Xiao Ding,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Ruiting Lan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Shijun Zhang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Dongfang Gu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Hong-En Lei,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Romana Gra&#x10d;an,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Yingjie Fu,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Hong S Lu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Yuran Huang,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Sanchita Mahapatra,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Ziting Wu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Ghina Alaaeddine,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Yuliang Xie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Nina Finley,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Mark Appleman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Angela Harbour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Xingjian Yu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Madeline Freeman,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Daniel W Moran,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Huaqiang Fang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Chunxiao Yang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Xiaoxi Guo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Yimon Aye,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Xue-Tao Xu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Hongxia Hu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Hai-Tian Zhang,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Lihua Song,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Tianwu Zang,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
James Chan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Eric Laugeman,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Seong Ho Lee,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Yong Tae Kwon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Jinghang Xie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Cecilia M Canessa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Yuwen Liu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Reese A Allen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Hailong Qiu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Robert J Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Luhua Lai,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
James B McMahon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Zhu Zhu,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Meera Harhay,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Cunling Zhang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Daniel J Weisenberger,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Rujia Ma,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Lifang Li,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Shaojin You,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Jianxin Wang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Zhichao Liu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Mari Kogiso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Hal S Padgett,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Guowu Liu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
